source,country,date,type,value
wikipedia,Cameroon,02-Apr-20_08:24,deaths,6
wikipedia,Cameroon,02-Apr-20_08:24,recovered,10
wikipedia,Réunion,02-Apr-20_08:24,cases,281
wikipedia,Réunion,02-Apr-20_08:24,deaths,0
wikipedia,Réunion,02-Apr-20_08:24,recovered,6
wikipedia,Finland,02-Apr-20_08:24,cases,1441
wikipedia,Finland,02-Apr-20_08:24,deaths,17
wikipedia,Finland,02-Apr-20_08:24,recovered,0
wikipedia,Burundi,02-Apr-20_08:24,cases,2
wikipedia,Burundi,02-Apr-20_08:24,deaths,0
wikipedia,Burundi,02-Apr-20_08:24,recovered,0
wikipedia,Kyrgyzstan,02-Apr-20_08:24,cases,111
wikipedia,Kyrgyzstan,02-Apr-20_08:24,deaths,0
wikipedia,Kyrgyzstan,02-Apr-20_08:24,recovered,3
wikipedia,British Virgin Islands,02-Apr-20_08:24,cases,3
wikipedia,British Virgin Islands,02-Apr-20_08:24,deaths,0
wikipedia,British Virgin Islands,02-Apr-20_08:24,recovered,0
wikipedia,Abkhazia,02-Apr-20_08:24,cases,1
wikipedia,Abkhazia,02-Apr-20_08:24,deaths,0
wikipedia,Abkhazia,02-Apr-20_08:24,recovered,0
wikipedia,Sri Lanka,02-Apr-20_08:24,cases,146
wikipedia,Sri Lanka,02-Apr-20_08:24,deaths,2
wikipedia,Sri Lanka,02-Apr-20_08:24,recovered,21
wikipedia,Denmark,02-Apr-20_08:24,cases,3107
wikipedia,Denmark,02-Apr-20_08:24,deaths,104
wikipedia,Denmark,02-Apr-20_08:24,recovered,894
wikipedia,Guinea-Bissau,02-Apr-20_08:24,cases,9
wikipedia,Guinea-Bissau,02-Apr-20_08:24,deaths,0
wikipedia,Guinea-Bissau,02-Apr-20_08:24,recovered,0
wikipedia,Peru,02-Apr-20_08:24,cases,1323
wikipedia,Peru,02-Apr-20_08:24,deaths,47
wikipedia,Peru,02-Apr-20_08:24,recovered,447
wikipedia,Bermuda,02-Apr-20_08:24,cases,32
wikipedia,Bermuda,02-Apr-20_08:24,deaths,0
wikipedia,Bermuda,02-Apr-20_08:24,recovered,10
wikipedia,Luxembourg,02-Apr-20_08:24,cases,2319
wikipedia,Luxembourg,02-Apr-20_08:24,deaths,29
wikipedia,Luxembourg,02-Apr-20_08:24,recovered,80
wikipedia,Switzerland,02-Apr-20_08:24,cases,17785
wikipedia,Switzerland,02-Apr-20_08:24,deaths,488
wikipedia,Switzerland,02-Apr-20_08:24,recovered,4013
wikipedia,Puerto Rico,02-Apr-20_08:24,cases,286
wikipedia,Puerto Rico,02-Apr-20_08:24,deaths,11
wikipedia,Puerto Rico,02-Apr-20_08:24,recovered,0
wikipedia,Iceland,02-Apr-20_08:24,cases,1220
wikipedia,Iceland,02-Apr-20_08:24,deaths,2
wikipedia,Iceland,02-Apr-20_08:24,recovered,236
wikipedia,Netherlands,02-Apr-20_08:24,cases,13614
wikipedia,Netherlands,02-Apr-20_08:24,deaths,1173
wikipedia,Netherlands,02-Apr-20_08:24,recovered,0
wikipedia,Thailand,02-Apr-20_08:24,cases,1771
wikipedia,Thailand,02-Apr-20_08:24,deaths,12
wikipedia,Thailand,02-Apr-20_08:24,recovered,505
wikipedia,Vatican City,02-Apr-20_08:24,cases,6
wikipedia,Vatican City,02-Apr-20_08:24,deaths,0
wikipedia,Vatican City,02-Apr-20_08:24,recovered,0
wikipedia,Spain,02-Apr-20_08:24,cases,104118
wikipedia,Spain,02-Apr-20_08:24,deaths,9387
wikipedia,Spain,02-Apr-20_08:24,recovered,22647
wikipedia,Kuwait,02-Apr-20_08:24,cases,317
wikipedia,Kuwait,02-Apr-20_08:24,deaths,0
wikipedia,Kuwait,02-Apr-20_08:24,recovered,80
wikipedia,Germany,02-Apr-20_08:24,cases,77981
wikipedia,Germany,02-Apr-20_08:24,deaths,931
wikipedia,Germany,02-Apr-20_08:24,recovered,18700
wikipedia,Turkey,02-Apr-20_08:24,cases,15679
wikipedia,Turkey,02-Apr-20_08:24,deaths,277
wikipedia,Turkey,02-Apr-20_08:24,recovered,333
wikipedia,Poland,02-Apr-20_08:24,cases,2554
wikipedia,Poland,02-Apr-20_08:24,deaths,43
wikipedia,Poland,02-Apr-20_08:24,recovered,35
wikipedia,Andorra,02-Apr-20_08:24,cases,390
wikipedia,Andorra,02-Apr-20_08:24,deaths,14
wikipedia,Andorra,02-Apr-20_08:24,recovered,11
wikipedia,Bahamas,02-Apr-20_08:24,cases,21
wikipedia,Bahamas,02-Apr-20_08:24,deaths,1
wikipedia,Bahamas,02-Apr-20_08:24,recovered,0
wikipedia,Liechtenstein,02-Apr-20_08:24,cases,72
wikipedia,Liechtenstein,02-Apr-20_08:24,deaths,0
wikipedia,Liechtenstein,02-Apr-20_08:24,recovered,0
wikipedia,Singapore,02-Apr-20_08:24,cases,1000
wikipedia,Singapore,02-Apr-20_08:24,deaths,4
wikipedia,Singapore,02-Apr-20_08:24,recovered,245
wikipedia,United Arab Emirates,02-Apr-20_08:24,cases,814
wikipedia,United Arab Emirates,02-Apr-20_08:24,deaths,8
wikipedia,United Arab Emirates,02-Apr-20_08:24,recovered,61
wikipedia,Mauritius,02-Apr-20_08:24,cases,161
wikipedia,Mauritius,02-Apr-20_08:24,deaths,6
wikipedia,Mauritius,02-Apr-20_08:24,recovered,0
wikipedia,Costa Rica,02-Apr-20_08:24,cases,375
wikipedia,Costa Rica,02-Apr-20_08:24,deaths,2
wikipedia,Costa Rica,02-Apr-20_08:24,recovered,4
wikipedia,Macau,02-Apr-20_08:24,cases,41
wikipedia,Macau,02-Apr-20_08:24,deaths,0
wikipedia,Macau,02-Apr-20_08:24,recovered,10
wikipedia,Saint Martin,02-Apr-20_08:24,cases,22
wikipedia,Saint Martin,02-Apr-20_08:24,deaths,2
wikipedia,Saint Martin,02-Apr-20_08:24,recovered,2
wikipedia,Aruba,02-Apr-20_08:24,cases,55
wikipedia,Aruba,02-Apr-20_08:24,deaths,0
wikipedia,Aruba,02-Apr-20_08:24,recovered,1
wikipedia,Benin,02-Apr-20_08:24,cases,9
wikipedia,Benin,02-Apr-20_08:24,deaths,0
wikipedia,Benin,02-Apr-20_08:24,recovered,1
wikipedia,Akrotiri and Dhekelia,02-Apr-20_08:24,cases,7
wikipedia,Akrotiri and Dhekelia,02-Apr-20_08:24,deaths,0
wikipedia,Akrotiri and Dhekelia,02-Apr-20_08:24,recovered,0
wikipedia,Morocco,02-Apr-20_08:24,cases,654
wikipedia,Morocco,02-Apr-20_08:24,deaths,39
wikipedia,Morocco,02-Apr-20_08:24,recovered,29
wikipedia,Bulgaria,02-Apr-20_08:24,cases,422
wikipedia,Bulgaria,02-Apr-20_08:24,deaths,9
wikipedia,Bulgaria,02-Apr-20_08:24,recovered,20
wikipedia,Panama,02-Apr-20_08:24,cases,1317
wikipedia,Panama,02-Apr-20_08:24,deaths,32
wikipedia,Panama,02-Apr-20_08:24,recovered,9
wikipedia,India,02-Apr-20_08:24,cases,2032
wikipedia,India,02-Apr-20_08:24,deaths,58
wikipedia,India,02-Apr-20_08:24,recovered,151
wikipedia,Cayman Islands,02-Apr-20_08:24,cases,12
wikipedia,Cayman Islands,02-Apr-20_08:24,deaths,1
wikipedia,Cayman Islands,02-Apr-20_08:24,recovered,0
wikipedia,Montserrat,02-Apr-20_08:24,cases,5
wikipedia,Montserrat,02-Apr-20_08:24,deaths,0
wikipedia,Montserrat,02-Apr-20_08:24,recovered,0
wikipedia,Austria,02-Apr-20_08:24,cases,10711
wikipedia,Austria,02-Apr-20_08:24,deaths,146
wikipedia,Austria,02-Apr-20_08:24,recovered,1436
wikipedia,Northern Mariana Islands,02-Apr-20_08:24,cases,6
wikipedia,Northern Mariana Islands,02-Apr-20_08:24,deaths,1
wikipedia,Northern Mariana Islands,02-Apr-20_08:24,recovered,0
wikipedia,Bosnia and Herzegovina,02-Apr-20_08:24,cases,459
wikipedia,Bosnia and Herzegovina,02-Apr-20_08:24,deaths,13
wikipedia,Bosnia and Herzegovina,02-Apr-20_08:24,recovered,19
wikipedia,French Polynesia,02-Apr-20_08:24,cases,37
wikipedia,French Polynesia,02-Apr-20_08:24,deaths,0
wikipedia,French Polynesia,02-Apr-20_08:24,recovered,1
wikipedia,Faroe Islands,02-Apr-20_08:24,cases,173
wikipedia,Faroe Islands,02-Apr-20_08:24,deaths,0
wikipedia,Faroe Islands,02-Apr-20_08:24,recovered,75
wikipedia,Grenada,02-Apr-20_08:24,cases,10
wikipedia,Grenada,02-Apr-20_08:24,deaths,0
wikipedia,Grenada,02-Apr-20_08:24,recovered,0
wikipedia,Jordan,02-Apr-20_08:24,cases,278
wikipedia,Jordan,02-Apr-20_08:24,deaths,5
wikipedia,Jordan,02-Apr-20_08:24,recovered,36
wikipedia,Trinidad and Tobago,02-Apr-20_08:24,cases,90
wikipedia,Trinidad and Tobago,02-Apr-20_08:24,deaths,5
wikipedia,Trinidad and Tobago,02-Apr-20_08:24,recovered,1
wikipedia,Guernsey,02-Apr-20_08:24,cases,91
wikipedia,Guernsey,02-Apr-20_08:24,deaths,1
wikipedia,Guernsey,02-Apr-20_08:24,recovered,0
wikipedia,Afghanistan,02-Apr-20_08:24,cases,237
wikipedia,Afghanistan,02-Apr-20_08:24,deaths,4
wikipedia,Afghanistan,02-Apr-20_08:24,recovered,5
wikipedia,Lebanon,02-Apr-20_08:24,cases,479
wikipedia,Lebanon,02-Apr-20_08:24,deaths,14
wikipedia,Lebanon,02-Apr-20_08:24,recovered,43
wikipedia,Djibouti,02-Apr-20_08:24,cases,33
wikipedia,Djibouti,02-Apr-20_08:24,deaths,0
wikipedia,Djibouti,02-Apr-20_08:24,recovered,0
wikipedia,Montenegro,02-Apr-20_08:24,cases,120
wikipedia,Montenegro,02-Apr-20_08:24,deaths,2
wikipedia,Montenegro,02-Apr-20_08:24,recovered,0
wikipedia,Saudi Arabia,02-Apr-20_08:24,cases,1720
wikipedia,Saudi Arabia,02-Apr-20_08:24,deaths,16
wikipedia,Saudi Arabia,02-Apr-20_08:24,recovered,264
wikipedia,Sint Eustatius,02-Apr-20_08:24,cases,2
wikipedia,Sint Eustatius,02-Apr-20_08:24,deaths,0
wikipedia,Sint Eustatius,02-Apr-20_08:24,recovered,0
wikipedia,Chad,02-Apr-20_08:24,cases,7
wikipedia,Chad,02-Apr-20_08:24,deaths,0
wikipedia,Chad,02-Apr-20_08:24,recovered,0
wikipedia,Zambia,02-Apr-20_08:24,cases,36
wikipedia,Zambia,02-Apr-20_08:24,deaths,0
wikipedia,Zambia,02-Apr-20_08:24,recovered,0
wikipedia,Israel,02-Apr-20_08:24,cases,6211
wikipedia,Israel,02-Apr-20_08:24,deaths,31
wikipedia,Israel,02-Apr-20_08:24,recovered,241
wikipedia,MS Zaandam & Rotterdam,02-Apr-20_08:24,cases,10
wikipedia,MS Zaandam & Rotterdam,02-Apr-20_08:24,deaths,2
wikipedia,MS Zaandam & Rotterdam,02-Apr-20_08:24,recovered,0
wikipedia,Czech Republic,02-Apr-20_08:24,cases,3589
wikipedia,Czech Republic,02-Apr-20_08:24,deaths,39
wikipedia,Czech Republic,02-Apr-20_08:24,recovered,61
wikipedia,Curaçao,02-Apr-20_08:24,cases,11
wikipedia,Curaçao,02-Apr-20_08:24,deaths,1
wikipedia,Curaçao,02-Apr-20_08:24,recovered,2
worldometer,Pakistan,02-Apr-20_08:24,cases,2291
worldometer,Pakistan,02-Apr-20_08:24,deaths,31
worldometer,Pakistan,02-Apr-20_08:24,recovered,4
worldometer,Togo,02-Apr-20_08:24,cases,36
worldometer,Togo,02-Apr-20_08:24,deaths,2
worldometer,Togo,02-Apr-20_08:24,recovered,0
worldometer,Belarus,02-Apr-20_08:24,cases,163
worldometer,Belarus,02-Apr-20_08:24,deaths,2
worldometer,Belarus,02-Apr-20_08:24,recovered,0
worldometer,Mayotte,02-Apr-20_08:24,cases,101
worldometer,Mayotte,02-Apr-20_08:24,deaths,1
worldometer,Mayotte,02-Apr-20_08:24,recovered,0
worldometer,East Timor,02-Apr-20_08:24,cases,1
worldometer,East Timor,02-Apr-20_08:24,deaths,0
worldometer,East Timor,02-Apr-20_08:24,recovered,0
worldometer,Australia,02-Apr-20_08:24,cases,5137
worldometer,Australia,02-Apr-20_08:24,deaths,25
worldometer,Australia,02-Apr-20_08:24,recovered,2
worldometer,UK,02-Apr-20_08:24,cases,29474
worldometer,UK,02-Apr-20_08:24,deaths,2352
worldometer,UK,02-Apr-20_08:24,recovered,0
worldometer,Tunisia,02-Apr-20_08:24,cases,423
worldometer,Tunisia,02-Apr-20_08:24,deaths,12
worldometer,Tunisia,02-Apr-20_08:24,recovered,0
worldometer,Sint Maarten,02-Apr-20_08:24,cases,16
worldometer,Sint Maarten,02-Apr-20_08:24,deaths,1
worldometer,Sint Maarten,02-Apr-20_08:24,recovered,0
worldometer,Hong Kong,02-Apr-20_08:24,cases,766
worldometer,Hong Kong,02-Apr-20_08:24,deaths,4
worldometer,Hong Kong,02-Apr-20_08:24,recovered,0
worldometer,North Macedonia,02-Apr-20_08:24,cases,354
worldometer,North Macedonia,02-Apr-20_08:24,deaths,11
worldometer,North Macedonia,02-Apr-20_08:24,recovered,0
worldometer,Uruguay,02-Apr-20_08:24,cases,350
worldometer,Uruguay,02-Apr-20_08:24,deaths,2
worldometer,Uruguay,02-Apr-20_08:24,recovered,0
worldometer,Mali,02-Apr-20_08:24,cases,31
worldometer,Mali,02-Apr-20_08:24,deaths,3
worldometer,Mali,02-Apr-20_08:24,recovered,0
worldometer,Qatar,02-Apr-20_08:24,cases,835
worldometer,Qatar,02-Apr-20_08:24,deaths,2
worldometer,Qatar,02-Apr-20_08:24,recovered,0
worldometer,Argentina,02-Apr-20_08:24,cases,1133
worldometer,Argentina,02-Apr-20_08:24,deaths,33
worldometer,Argentina,02-Apr-20_08:24,recovered,1
worldometer,Hungary,02-Apr-20_08:24,cases,585
worldometer,Hungary,02-Apr-20_08:24,deaths,21
worldometer,Hungary,02-Apr-20_08:24,recovered,1
worldometer,Cambodia,02-Apr-20_08:24,cases,110
worldometer,Cambodia,02-Apr-20_08:24,deaths,0
worldometer,Cambodia,02-Apr-20_08:24,recovered,0
worldometer,Cuba,02-Apr-20_08:24,cases,212
worldometer,Cuba,02-Apr-20_08:24,deaths,6
worldometer,Cuba,02-Apr-20_08:24,recovered,0
worldometer,Paraguay,02-Apr-20_08:24,cases,77
worldometer,Paraguay,02-Apr-20_08:24,deaths,3
worldometer,Paraguay,02-Apr-20_08:24,recovered,0
worldometer,Portugal,02-Apr-20_08:24,cases,8251
worldometer,Portugal,02-Apr-20_08:24,deaths,187
worldometer,Portugal,02-Apr-20_08:24,recovered,0
worldometer,Bahrain,02-Apr-20_08:24,cases,569
worldometer,Bahrain,02-Apr-20_08:24,deaths,4
worldometer,Bahrain,02-Apr-20_08:24,recovered,0
worldometer,Oman,02-Apr-20_08:24,cases,231
worldometer,Oman,02-Apr-20_08:24,deaths,1
worldometer,Oman,02-Apr-20_08:24,recovered,0
worldometer,Haiti,02-Apr-20_08:24,cases,16
worldometer,Haiti,02-Apr-20_08:24,deaths,0
worldometer,Haiti,02-Apr-20_08:24,recovered,0
worldometer,Nepal,02-Apr-20_08:24,cases,5
worldometer,Nepal,02-Apr-20_08:24,deaths,0
worldometer,Nepal,02-Apr-20_08:24,recovered,0
worldometer,Saint Lucia,02-Apr-20_08:24,cases,13
worldometer,Saint Lucia,02-Apr-20_08:24,deaths,0
worldometer,Saint Lucia,02-Apr-20_08:24,recovered,0
worldometer,Guinea,02-Apr-20_08:24,cases,30
worldometer,Guinea,02-Apr-20_08:24,deaths,0
worldometer,Guinea,02-Apr-20_08:24,recovered,0
worldometer,Sierra Leone,02-Apr-20_08:24,cases,2
worldometer,Sierra Leone,02-Apr-20_08:24,deaths,0
worldometer,Sierra Leone,02-Apr-20_08:24,recovered,0
worldometer,Moldova,02-Apr-20_08:24,cases,423
worldometer,Moldova,02-Apr-20_08:24,deaths,5
worldometer,Moldova,02-Apr-20_08:24,recovered,0
worldometer,Burkina Faso,02-Apr-20_08:24,cases,282
worldometer,Burkina Faso,02-Apr-20_08:24,deaths,16
worldometer,Burkina Faso,02-Apr-20_08:24,recovered,0
worldometer,Ireland,02-Apr-20_08:24,cases,3447
worldometer,Ireland,02-Apr-20_08:24,deaths,85
worldometer,Ireland,02-Apr-20_08:24,recovered,0
worldometer,French Guiana,02-Apr-20_08:24,cases,51
worldometer,French Guiana,02-Apr-20_08:24,deaths,0
worldometer,French Guiana,02-Apr-20_08:24,recovered,0
worldometer,Mongolia,02-Apr-20_08:24,cases,14
worldometer,Mongolia,02-Apr-20_08:24,deaths,0
worldometer,Mongolia,02-Apr-20_08:24,recovered,0
worldometer,Ethiopia,02-Apr-20_08:24,cases,29
worldometer,Ethiopia,02-Apr-20_08:24,deaths,0
worldometer,Ethiopia,02-Apr-20_08:24,recovered,0
worldometer,New Zealand,02-Apr-20_08:24,cases,797
worldometer,New Zealand,02-Apr-20_08:24,deaths,1
worldometer,New Zealand,02-Apr-20_08:24,recovered,0
worldometer,Gibraltar,02-Apr-20_08:24,cases,81
worldometer,Gibraltar,02-Apr-20_08:24,deaths,0
worldometer,Gibraltar,02-Apr-20_08:24,recovered,0
worldometer,Malaysia,02-Apr-20_08:24,cases,2908
worldometer,Malaysia,02-Apr-20_08:24,deaths,45
worldometer,Malaysia,02-Apr-20_08:24,recovered,0
worldometer,Chile,02-Apr-20_08:24,cases,3031
worldometer,Chile,02-Apr-20_08:24,deaths,16
worldometer,Chile,02-Apr-20_08:24,recovered,0
worldometer,Macao,02-Apr-20_08:24,cases,41
worldometer,Macao,02-Apr-20_08:24,deaths,0
worldometer,Macao,02-Apr-20_08:24,recovered,0
worldometer,Brazil,02-Apr-20_08:24,cases,6931
worldometer,Brazil,02-Apr-20_08:24,deaths,244
worldometer,Brazil,02-Apr-20_08:24,recovered,2
worldometer,Kazakhstan,02-Apr-20_08:24,cases,402
worldometer,Kazakhstan,02-Apr-20_08:24,deaths,3
worldometer,Kazakhstan,02-Apr-20_08:24,recovered,0
worldometer,Niger,02-Apr-20_08:24,cases,74
worldometer,Niger,02-Apr-20_08:24,deaths,5
worldometer,Niger,02-Apr-20_08:24,recovered,0
worldometer,Colombia,02-Apr-20_08:24,cases,1065
worldometer,Colombia,02-Apr-20_08:24,deaths,17
worldometer,Colombia,02-Apr-20_08:24,recovered,0
worldometer,Bolivia,02-Apr-20_08:24,cases,123
worldometer,Bolivia,02-Apr-20_08:24,deaths,7
worldometer,Bolivia,02-Apr-20_08:24,recovered,0
worldometer,El Salvador,02-Apr-20_08:24,cases,41
worldometer,El Salvador,02-Apr-20_08:24,deaths,2
worldometer,El Salvador,02-Apr-20_08:24,recovered,0
worldometer,Sudan,02-Apr-20_08:24,cases,7
worldometer,Sudan,02-Apr-20_08:24,deaths,2
worldometer,Sudan,02-Apr-20_08:24,recovered,0
worldometer,UAE,02-Apr-20_08:24,cases,814
worldometer,UAE,02-Apr-20_08:24,deaths,8
worldometer,UAE,02-Apr-20_08:24,recovered,0
worldometer,Sweden,02-Apr-20_08:24,cases,4947
worldometer,Sweden,02-Apr-20_08:24,deaths,239
worldometer,Sweden,02-Apr-20_08:24,recovered,0
worldometer,Croatia,02-Apr-20_08:24,cases,963
worldometer,Croatia,02-Apr-20_08:24,deaths,6
worldometer,Croatia,02-Apr-20_08:24,recovered,0
worldometer,Ukraine,02-Apr-20_08:24,cases,804
worldometer,Ukraine,02-Apr-20_08:24,deaths,20
worldometer,Ukraine,02-Apr-20_08:24,recovered,0
worldometer,Kenya,02-Apr-20_08:24,cases,81
worldometer,Kenya,02-Apr-20_08:24,deaths,1
worldometer,Kenya,02-Apr-20_08:24,recovered,0
worldometer,Gambia,02-Apr-20_08:24,cases,4
worldometer,Gambia,02-Apr-20_08:24,deaths,1
worldometer,Gambia,02-Apr-20_08:24,recovered,0
worldometer,Palestine,02-Apr-20_08:24,cases,134
worldometer,Palestine,02-Apr-20_08:24,deaths,1
worldometer,Palestine,02-Apr-20_08:24,recovered,0
worldometer,Iraq,02-Apr-20_08:24,cases,728
worldometer,Iraq,02-Apr-20_08:24,deaths,52
worldometer,Iraq,02-Apr-20_08:24,recovered,0
worldometer,Canada,02-Apr-20_08:24,cases,9731
worldometer,Canada,02-Apr-20_08:24,deaths,129
worldometer,Canada,02-Apr-20_08:24,recovered,15
worldometer,Cabo Verde,02-Apr-20_08:24,cases,6
worldometer,Cabo Verde,02-Apr-20_08:24,deaths,1
worldometer,Cabo Verde,02-Apr-20_08:24,recovered,0
worldometer,Belgium,02-Apr-20_08:24,cases,13964
worldometer,Belgium,02-Apr-20_08:24,deaths,828
worldometer,Belgium,02-Apr-20_08:24,recovered,0
worldometer,United States,02-Apr-20_08:24,cases,215344
worldometer,United States,02-Apr-20_08:24,deaths,5112
worldometer,United States,02-Apr-20_08:24,recovered,10
worldometer,South Africa,02-Apr-20_08:24,cases,1380
worldometer,South Africa,02-Apr-20_08:24,deaths,5
worldometer,South Africa,02-Apr-20_08:24,recovered,0
worldometer,Uzbekistan,02-Apr-20_08:24,cases,187
worldometer,Uzbekistan,02-Apr-20_08:24,deaths,2
worldometer,Uzbekistan,02-Apr-20_08:24,recovered,0
worldometer,Bangladesh,02-Apr-20_08:24,cases,56
worldometer,Bangladesh,02-Apr-20_08:24,deaths,6
worldometer,Bangladesh,02-Apr-20_08:24,recovered,0
worldometer,Jamaica,02-Apr-20_08:24,cases,44
worldometer,Jamaica,02-Apr-20_08:24,deaths,3
worldometer,Jamaica,02-Apr-20_08:24,recovered,0
worldometer,Mexico,02-Apr-20_08:24,cases,1378
worldometer,Mexico,02-Apr-20_08:24,deaths,37
worldometer,Mexico,02-Apr-20_08:24,recovered,8
worldometer,Libya,02-Apr-20_08:24,cases,10
worldometer,Libya,02-Apr-20_08:24,deaths,0
worldometer,Libya,02-Apr-20_08:24,recovered,0
worldometer,Romania,02-Apr-20_08:24,cases,2460
worldometer,Romania,02-Apr-20_08:24,deaths,94
worldometer,Romania,02-Apr-20_08:24,recovered,2
worldometer,Botswana,02-Apr-20_08:24,cases,4
worldometer,Botswana,02-Apr-20_08:24,deaths,1
worldometer,Botswana,02-Apr-20_08:24,recovered,0
worldometer,Saint Kitts and Nevis,02-Apr-20_08:24,cases,8
worldometer,Saint Kitts and Nevis,02-Apr-20_08:24,deaths,0
worldometer,Saint Kitts and Nevis,02-Apr-20_08:24,recovered,0
worldometer,Malta,02-Apr-20_08:24,cases,188
worldometer,Malta,02-Apr-20_08:24,deaths,0
worldometer,Malta,02-Apr-20_08:24,recovered,0
worldometer,Fiji,02-Apr-20_08:24,cases,7
worldometer,Fiji,02-Apr-20_08:24,deaths,0
worldometer,Fiji,02-Apr-20_08:24,recovered,0
worldometer,Bhutan,02-Apr-20_08:24,cases,5
worldometer,Bhutan,02-Apr-20_08:24,deaths,0
worldometer,Bhutan,02-Apr-20_08:24,recovered,0
worldometer,Azerbaijan,02-Apr-20_08:24,cases,359
worldometer,Azerbaijan,02-Apr-20_08:24,deaths,5
worldometer,Azerbaijan,02-Apr-20_08:24,recovered,0
worldometer,Brunei ,02-Apr-20_08:24,cases,131
worldometer,Brunei ,02-Apr-20_08:24,deaths,1
worldometer,Brunei ,02-Apr-20_08:24,recovered,0
worldometer,Egypt,02-Apr-20_08:24,cases,779
worldometer,Egypt,02-Apr-20_08:24,deaths,52
worldometer,Egypt,02-Apr-20_08:24,recovered,0
worldometer,Barbados,02-Apr-20_08:24,cases,45
worldometer,Barbados,02-Apr-20_08:24,deaths,0
worldometer,Barbados,02-Apr-20_08:24,recovered,0
worldometer,Estonia,02-Apr-20_08:24,cases,779
worldometer,Estonia,02-Apr-20_08:24,deaths,5
worldometer,Estonia,02-Apr-20_08:24,recovered,0
worldometer,Lithuania,02-Apr-20_08:24,cases,649
worldometer,Lithuania,02-Apr-20_08:24,deaths,8
worldometer,Lithuania,02-Apr-20_08:24,recovered,0
worldometer,Vietnam,02-Apr-20_08:24,cases,222
worldometer,Vietnam,02-Apr-20_08:24,deaths,0
worldometer,Vietnam,02-Apr-20_08:24,recovered,0
worldometer,Diamond Princess,02-Apr-20_08:24,cases,712
worldometer,Diamond Princess,02-Apr-20_08:24,deaths,11
worldometer,Diamond Princess,02-Apr-20_08:24,recovered,0
worldometer,Guadeloupe,02-Apr-20_08:24,cases,125
worldometer,Guadeloupe,02-Apr-20_08:24,deaths,6
worldometer,Guadeloupe,02-Apr-20_08:24,recovered,0
worldometer,Syria,02-Apr-20_08:24,cases,10
worldometer,Syria,02-Apr-20_08:24,deaths,2
worldometer,Syria,02-Apr-20_08:24,recovered,0
worldometer,Japan,02-Apr-20_08:24,cases,2384
worldometer,Japan,02-Apr-20_08:24,deaths,57
worldometer,Japan,02-Apr-20_08:24,recovered,0
worldometer,Dominica,02-Apr-20_08:24,cases,12
worldometer,Dominica,02-Apr-20_08:24,deaths,0
worldometer,Dominica,02-Apr-20_08:24,recovered,0
worldometer,Georgia,02-Apr-20_08:24,cases,130
worldometer,Georgia,02-Apr-20_08:24,deaths,0
worldometer,Georgia,02-Apr-20_08:24,recovered,0
worldometer,Nigeria,02-Apr-20_08:24,cases,174
worldometer,Nigeria,02-Apr-20_08:24,deaths,2
worldometer,Nigeria,02-Apr-20_08:24,recovered,0
worldometer,Isle of Man,02-Apr-20_08:24,cases,68
worldometer,Isle of Man,02-Apr-20_08:24,deaths,1
worldometer,Isle of Man,02-Apr-20_08:24,recovered,0
worldometer,Indonesia,02-Apr-20_08:24,cases,1677
worldometer,Indonesia,02-Apr-20_08:24,deaths,157
worldometer,Indonesia,02-Apr-20_08:24,recovered,0
worldometer,Suriname,02-Apr-20_08:24,cases,10
worldometer,Suriname,02-Apr-20_08:24,deaths,0
worldometer,Suriname,02-Apr-20_08:24,recovered,0
worldometer,Ecuador,02-Apr-20_08:24,cases,2758
worldometer,Ecuador,02-Apr-20_08:24,deaths,98
worldometer,Ecuador,02-Apr-20_08:24,recovered,0
worldometer,Laos,02-Apr-20_08:24,cases,10
worldometer,Laos,02-Apr-20_08:24,deaths,0
worldometer,Laos,02-Apr-20_08:24,recovered,0
worldometer,Ghana,02-Apr-20_08:24,cases,195
worldometer,Ghana,02-Apr-20_08:24,deaths,5
worldometer,Ghana,02-Apr-20_08:24,recovered,0
worldometer,Eswatini,02-Apr-20_08:24,cases,9
worldometer,Eswatini,02-Apr-20_08:24,deaths,0
worldometer,Eswatini,02-Apr-20_08:24,recovered,0
worldometer,Latvia,02-Apr-20_08:24,cases,446
worldometer,Latvia,02-Apr-20_08:24,deaths,0
worldometer,Latvia,02-Apr-20_08:24,recovered,0
worldometer,Namibia,02-Apr-20_08:24,cases,14
worldometer,Namibia,02-Apr-20_08:24,deaths,0
worldometer,Namibia,02-Apr-20_08:24,recovered,0
worldometer,Guyana,02-Apr-20_08:24,cases,19
worldometer,Guyana,02-Apr-20_08:24,deaths,4
worldometer,Guyana,02-Apr-20_08:24,recovered,1
worldometer,Maldives,02-Apr-20_08:24,cases,19
worldometer,Maldives,02-Apr-20_08:24,deaths,0
worldometer,Maldives,02-Apr-20_08:24,recovered,0
worldometer,Zimbabwe,02-Apr-20_08:24,cases,8
worldometer,Zimbabwe,02-Apr-20_08:24,deaths,1
worldometer,Zimbabwe,02-Apr-20_08:24,recovered,0
worldometer,Anguilla,02-Apr-20_08:24,cases,2
worldometer,Anguilla,02-Apr-20_08:24,deaths,0
worldometer,Anguilla,02-Apr-20_08:24,recovered,0
worldometer,Eritrea,02-Apr-20_08:24,cases,18
worldometer,Eritrea,02-Apr-20_08:24,deaths,0
worldometer,Eritrea,02-Apr-20_08:24,recovered,0
worldometer,Seychelles,02-Apr-20_08:24,cases,10
