source,country,date,type,value
worldometer,Seychelles,02-Apr-20_08:24,deaths,0
worldometer,Seychelles,02-Apr-20_08:24,recovered,0
worldometer,Greece,02-Apr-20_08:24,cases,1415
worldometer,Greece,02-Apr-20_08:24,deaths,51
worldometer,Greece,02-Apr-20_08:24,recovered,0
worldometer,Guatemala,02-Apr-20_08:24,cases,46
worldometer,Guatemala,02-Apr-20_08:24,deaths,1
worldometer,Guatemala,02-Apr-20_08:24,recovered,0
worldometer,Republic of the Congo,02-Apr-20_08:24,cases,22
worldometer,Republic of the Congo,02-Apr-20_08:24,deaths,2
worldometer,Republic of the Congo,02-Apr-20_08:24,recovered,0
worldometer,San Marino,02-Apr-20_08:24,cases,236
worldometer,San Marino,02-Apr-20_08:24,deaths,28
worldometer,San Marino,02-Apr-20_08:24,recovered,0
worldometer,Philippines,02-Apr-20_08:24,cases,2311
worldometer,Philippines,02-Apr-20_08:24,deaths,96
worldometer,Philippines,02-Apr-20_08:24,recovered,0
worldometer,Mauritania,02-Apr-20_08:24,cases,6
worldometer,Mauritania,02-Apr-20_08:24,deaths,1
worldometer,Mauritania,02-Apr-20_08:24,recovered,0
worldometer,CAR,02-Apr-20_08:24,cases,3
worldometer,CAR,02-Apr-20_08:24,deaths,0
worldometer,CAR,02-Apr-20_08:24,recovered,0
worldometer,Russia,02-Apr-20_08:24,cases,2777
worldometer,Russia,02-Apr-20_08:24,deaths,24
worldometer,Russia,02-Apr-20_08:24,recovered,0
worldometer,New Caledonia,02-Apr-20_08:24,cases,16
worldometer,New Caledonia,02-Apr-20_08:24,deaths,0
worldometer,New Caledonia,02-Apr-20_08:24,recovered,0
worldometer,Rwanda,02-Apr-20_08:24,cases,82
worldometer,Rwanda,02-Apr-20_08:24,deaths,0
worldometer,Rwanda,02-Apr-20_08:24,recovered,0
worldometer,Nicaragua,02-Apr-20_08:24,cases,5
worldometer,Nicaragua,02-Apr-20_08:24,deaths,1
worldometer,Nicaragua,02-Apr-20_08:24,recovered,0
worldometer,Italy,02-Apr-20_08:24,cases,110574
worldometer,Italy,02-Apr-20_08:24,deaths,13155
worldometer,Italy,02-Apr-20_08:24,recovered,0
worldometer,China,02-Apr-20_08:24,cases,81554
worldometer,China,02-Apr-20_08:24,deaths,3312
worldometer,China,02-Apr-20_08:24,recovered,0
worldometer,Mozambique,02-Apr-20_08:24,cases,10
worldometer,Mozambique,02-Apr-20_08:24,deaths,0
worldometer,Mozambique,02-Apr-20_08:24,recovered,0
worldometer,Belize,02-Apr-20_08:24,cases,3
worldometer,Belize,02-Apr-20_08:24,deaths,0
worldometer,Belize,02-Apr-20_08:24,recovered,0
worldometer,Uganda,02-Apr-20_08:24,cases,44
worldometer,Uganda,02-Apr-20_08:24,deaths,0
worldometer,Uganda,02-Apr-20_08:24,recovered,0
worldometer,France,02-Apr-20_08:24,cases,56989
worldometer,France,02-Apr-20_08:24,deaths,4032
worldometer,France,02-Apr-20_08:24,recovered,0
worldometer,Serbia,02-Apr-20_08:24,cases,1060
worldometer,Serbia,02-Apr-20_08:24,deaths,28
worldometer,Serbia,02-Apr-20_08:24,recovered,0
worldometer,Caribbean Netherlands,02-Apr-20_08:24,cases,2
worldometer,Caribbean Netherlands,02-Apr-20_08:24,deaths,0
worldometer,Caribbean Netherlands,02-Apr-20_08:24,recovered,0
worldometer,Turks and Caicos,02-Apr-20_08:24,cases,6
worldometer,Turks and Caicos,02-Apr-20_08:24,deaths,0
worldometer,Turks and Caicos,02-Apr-20_08:24,recovered,0
worldometer,Slovenia,02-Apr-20_08:24,cases,841
worldometer,Slovenia,02-Apr-20_08:24,deaths,15
worldometer,Slovenia,02-Apr-20_08:24,recovered,0
worldometer,Honduras,02-Apr-20_08:24,cases,219
worldometer,Honduras,02-Apr-20_08:24,deaths,14
worldometer,Honduras,02-Apr-20_08:24,recovered,4
worldometer,Gabon,02-Apr-20_08:24,cases,18
worldometer,Gabon,02-Apr-20_08:24,deaths,1
worldometer,Gabon,02-Apr-20_08:24,recovered,0
worldometer,Iran,02-Apr-20_08:24,cases,47593
worldometer,Iran,02-Apr-20_08:24,deaths,3036
worldometer,Iran,02-Apr-20_08:24,recovered,0
worldometer,Venezuela,02-Apr-20_08:24,cases,144
worldometer,Venezuela,02-Apr-20_08:24,deaths,3
worldometer,Venezuela,02-Apr-20_08:24,recovered,0
worldometer,Armenia,02-Apr-20_08:24,cases,663
worldometer,Armenia,02-Apr-20_08:24,deaths,4
worldometer,Armenia,02-Apr-20_08:24,recovered,0
worldometer,Tanzania,02-Apr-20_08:24,cases,20
worldometer,Tanzania,02-Apr-20_08:24,deaths,1
worldometer,Tanzania,02-Apr-20_08:24,recovered,0
worldometer,Antigua and Barbuda,02-Apr-20_08:24,cases,7
worldometer,Antigua and Barbuda,02-Apr-20_08:24,deaths,0
worldometer,Antigua and Barbuda,02-Apr-20_08:24,recovered,0
worldometer,Papua New Guinea,02-Apr-20_08:24,cases,1
worldometer,Papua New Guinea,02-Apr-20_08:24,deaths,0
worldometer,Papua New Guinea,02-Apr-20_08:24,recovered,0
worldometer,Ivory Coast,02-Apr-20_08:24,cases,190
worldometer,Ivory Coast,02-Apr-20_08:24,deaths,1
worldometer,Ivory Coast,02-Apr-20_08:24,recovered,0
worldometer,Equatorial Guinea,02-Apr-20_08:24,cases,15
worldometer,Equatorial Guinea,02-Apr-20_08:24,deaths,0
worldometer,Equatorial Guinea,02-Apr-20_08:24,recovered,0
worldometer,Madagascar,02-Apr-20_08:24,cases,57
worldometer,Madagascar,02-Apr-20_08:24,deaths,0
worldometer,Madagascar,02-Apr-20_08:24,recovered,0
worldometer,Slovakia,02-Apr-20_08:24,cases,400
worldometer,Slovakia,02-Apr-20_08:24,deaths,1
worldometer,Slovakia,02-Apr-20_08:24,recovered,0
worldometer,Somalia,02-Apr-20_08:24,cases,5
worldometer,Somalia,02-Apr-20_08:24,deaths,0
worldometer,Somalia,02-Apr-20_08:24,recovered,0
worldometer,Norway,02-Apr-20_08:24,cases,4877
worldometer,Norway,02-Apr-20_08:24,deaths,44
worldometer,Norway,02-Apr-20_08:24,recovered,0
worldometer,Algeria,02-Apr-20_08:24,cases,847
worldometer,Algeria,02-Apr-20_08:24,deaths,58
worldometer,Algeria,02-Apr-20_08:24,recovered,0
worldometer,Dominican Republic,02-Apr-20_08:24,cases,1284
worldometer,Dominican Republic,02-Apr-20_08:24,deaths,57
worldometer,Dominican Republic,02-Apr-20_08:24,recovered,0
worldometer,Greenland,02-Apr-20_08:24,cases,10
worldometer,Greenland,02-Apr-20_08:24,deaths,0
worldometer,Greenland,02-Apr-20_08:24,recovered,0
worldometer,South Korea,02-Apr-20_08:24,cases,9976
worldometer,South Korea,02-Apr-20_08:24,deaths,169
worldometer,South Korea,02-Apr-20_08:24,recovered,4
worldometer,Channel Islands,02-Apr-20_08:24,cases,172
worldometer,Channel Islands,02-Apr-20_08:24,deaths,3
worldometer,Channel Islands,02-Apr-20_08:24,recovered,0
worldometer,Taiwan,02-Apr-20_08:24,cases,339
worldometer,Taiwan,02-Apr-20_08:24,deaths,5
worldometer,Taiwan,02-Apr-20_08:24,recovered,0
worldometer,Myanmar,02-Apr-20_08:24,cases,16
worldometer,Myanmar,02-Apr-20_08:24,deaths,1
worldometer,Myanmar,02-Apr-20_08:24,recovered,0
worldometer,Liberia,02-Apr-20_08:24,cases,6
worldometer,Liberia,02-Apr-20_08:24,deaths,0
worldometer,Liberia,02-Apr-20_08:24,recovered,0
worldometer,Monaco,02-Apr-20_08:24,cases,55
worldometer,Monaco,02-Apr-20_08:24,deaths,1
worldometer,Monaco,02-Apr-20_08:24,recovered,0
worldometer,Albania,02-Apr-20_08:24,cases,259
worldometer,Albania,02-Apr-20_08:24,deaths,15
worldometer,Albania,02-Apr-20_08:24,recovered,0
worldometer,Angola,02-Apr-20_08:24,cases,8
worldometer,Angola,02-Apr-20_08:24,deaths,2
worldometer,Angola,02-Apr-20_08:24,recovered,0
worldometer,Senegal,02-Apr-20_08:24,cases,190
worldometer,Senegal,02-Apr-20_08:24,deaths,1
worldometer,Senegal,02-Apr-20_08:24,recovered,0
worldometer,Cyprus,02-Apr-20_08:24,cases,320
worldometer,Cyprus,02-Apr-20_08:24,deaths,9
worldometer,Cyprus,02-Apr-20_08:24,recovered,0
worldometer,Martinique,02-Apr-20_08:24,cases,135
worldometer,Martinique,02-Apr-20_08:24,deaths,3
worldometer,Martinique,02-Apr-20_08:24,recovered,0
worldometer,Cameroon,02-Apr-20_08:24,cases,233
worldometer,Cameroon,02-Apr-20_08:24,deaths,6
worldometer,Cameroon,02-Apr-20_08:24,recovered,0
worldometer,Réunion,02-Apr-20_08:24,cases,281
worldometer,Réunion,02-Apr-20_08:24,deaths,0
worldometer,Réunion,02-Apr-20_08:24,recovered,0
worldometer,Finland,02-Apr-20_08:24,cases,1518
worldometer,Finland,02-Apr-20_08:24,deaths,17
worldometer,Finland,02-Apr-20_08:24,recovered,0
worldometer,Burundi,02-Apr-20_08:24,cases,2
worldometer,Burundi,02-Apr-20_08:24,deaths,0
worldometer,Burundi,02-Apr-20_08:24,recovered,0
worldometer,Kyrgyzstan,02-Apr-20_08:24,cases,116
worldometer,Kyrgyzstan,02-Apr-20_08:24,deaths,0
worldometer,Kyrgyzstan,02-Apr-20_08:24,recovered,0
worldometer,British Virgin Islands,02-Apr-20_08:24,cases,3
worldometer,British Virgin Islands,02-Apr-20_08:24,deaths,0
worldometer,British Virgin Islands,02-Apr-20_08:24,recovered,0
worldometer,Sri Lanka,02-Apr-20_08:24,cases,148
worldometer,Sri Lanka,02-Apr-20_08:24,deaths,3
worldometer,Sri Lanka,02-Apr-20_08:24,recovered,0
worldometer,Denmark,02-Apr-20_08:24,cases,3107
worldometer,Denmark,02-Apr-20_08:24,deaths,104
worldometer,Denmark,02-Apr-20_08:24,recovered,0
worldometer,Guinea-Bissau,02-Apr-20_08:24,cases,9
worldometer,Guinea-Bissau,02-Apr-20_08:24,deaths,0
worldometer,Guinea-Bissau,02-Apr-20_08:24,recovered,0
worldometer,Peru,02-Apr-20_08:24,cases,1323
worldometer,Peru,02-Apr-20_08:24,deaths,47
worldometer,Peru,02-Apr-20_08:24,recovered,9
worldometer,Bermuda,02-Apr-20_08:24,cases,32
worldometer,Bermuda,02-Apr-20_08:24,deaths,0
worldometer,Bermuda,02-Apr-20_08:24,recovered,0
worldometer,Luxembourg,02-Apr-20_08:24,cases,2319
worldometer,Luxembourg,02-Apr-20_08:24,deaths,29
worldometer,Luxembourg,02-Apr-20_08:24,recovered,0
worldometer,Switzerland,02-Apr-20_08:24,cases,17781
worldometer,Switzerland,02-Apr-20_08:24,deaths,488
worldometer,Switzerland,02-Apr-20_08:24,recovered,0
worldometer,St. Vincent Grenadines,02-Apr-20_08:24,cases,2
worldometer,St. Vincent Grenadines,02-Apr-20_08:24,deaths,0
worldometer,St. Vincent Grenadines,02-Apr-20_08:24,recovered,0
worldometer,Iceland,02-Apr-20_08:24,cases,1220
worldometer,Iceland,02-Apr-20_08:24,deaths,2
worldometer,Iceland,02-Apr-20_08:24,recovered,0
worldometer,Netherlands,02-Apr-20_08:24,cases,13614
worldometer,Netherlands,02-Apr-20_08:24,deaths,1173
worldometer,Netherlands,02-Apr-20_08:24,recovered,0
worldometer,Thailand,02-Apr-20_08:24,cases,1875
worldometer,Thailand,02-Apr-20_08:24,deaths,15
worldometer,Thailand,02-Apr-20_08:24,recovered,3
worldometer,Vatican City,02-Apr-20_08:24,cases,6
worldometer,Vatican City,02-Apr-20_08:24,deaths,0
worldometer,Vatican City,02-Apr-20_08:24,recovered,0
worldometer,Spain,02-Apr-20_08:24,cases,104118
worldometer,Spain,02-Apr-20_08:24,deaths,9387
worldometer,Spain,02-Apr-20_08:24,recovered,0
worldometer,Kuwait,02-Apr-20_08:24,cases,317
worldometer,Kuwait,02-Apr-20_08:24,deaths,0
worldometer,Kuwait,02-Apr-20_08:24,recovered,0
worldometer,Germany,02-Apr-20_08:24,cases,77981
worldometer,Germany,02-Apr-20_08:24,deaths,931
worldometer,Germany,02-Apr-20_08:24,recovered,0
worldometer,Faeroe Islands,02-Apr-20_08:24,cases,177
worldometer,Faeroe Islands,02-Apr-20_08:24,deaths,0
worldometer,Faeroe Islands,02-Apr-20_08:24,recovered,0
worldometer,Turkey,02-Apr-20_08:24,cases,15679
worldometer,Turkey,02-Apr-20_08:24,deaths,277
worldometer,Turkey,02-Apr-20_08:24,recovered,0
worldometer,MS Zaandam,02-Apr-20_08:24,cases,9
worldometer,MS Zaandam,02-Apr-20_08:24,deaths,2
worldometer,MS Zaandam,02-Apr-20_08:24,recovered,0
worldometer,Poland,02-Apr-20_08:24,cases,2554
worldometer,Poland,02-Apr-20_08:24,deaths,43
worldometer,Poland,02-Apr-20_08:24,recovered,0
worldometer,Andorra,02-Apr-20_08:24,cases,390
worldometer,Andorra,02-Apr-20_08:24,deaths,14
worldometer,Andorra,02-Apr-20_08:24,recovered,0
worldometer,St. Barth,02-Apr-20_08:24,cases,6
worldometer,St. Barth,02-Apr-20_08:24,deaths,0
worldometer,St. Barth,02-Apr-20_08:24,recovered,0
worldometer,Bahamas,02-Apr-20_08:24,cases,21
worldometer,Bahamas,02-Apr-20_08:24,deaths,1
worldometer,Bahamas,02-Apr-20_08:24,recovered,0
worldometer,Liechtenstein,02-Apr-20_08:24,cases,72
worldometer,Liechtenstein,02-Apr-20_08:24,deaths,0
worldometer,Liechtenstein,02-Apr-20_08:24,recovered,0
worldometer,Singapore,02-Apr-20_08:24,cases,1000
worldometer,Singapore,02-Apr-20_08:24,deaths,4
worldometer,Singapore,02-Apr-20_08:24,recovered,1
worldometer,Mauritius,02-Apr-20_08:24,cases,161
worldometer,Mauritius,02-Apr-20_08:24,deaths,7
worldometer,Mauritius,02-Apr-20_08:24,recovered,1
worldometer,Costa Rica,02-Apr-20_08:24,cases,375
worldometer,Costa Rica,02-Apr-20_08:24,deaths,2
worldometer,Costa Rica,02-Apr-20_08:24,recovered,0
worldometer,Saint Martin,02-Apr-20_08:24,cases,22
worldometer,Saint Martin,02-Apr-20_08:24,deaths,1
worldometer,Saint Martin,02-Apr-20_08:24,recovered,0
worldometer,Aruba,02-Apr-20_08:24,cases,55
worldometer,Aruba,02-Apr-20_08:24,deaths,0
worldometer,Aruba,02-Apr-20_08:24,recovered,0
worldometer,Benin,02-Apr-20_08:24,cases,13
worldometer,Benin,02-Apr-20_08:24,deaths,0
worldometer,Benin,02-Apr-20_08:24,recovered,0
worldometer,Morocco,02-Apr-20_08:24,cases,654
worldometer,Morocco,02-Apr-20_08:24,deaths,39
worldometer,Morocco,02-Apr-20_08:24,recovered,0
worldometer,Bulgaria,02-Apr-20_08:24,cases,449
worldometer,Bulgaria,02-Apr-20_08:24,deaths,10
worldometer,Bulgaria,02-Apr-20_08:24,recovered,0
worldometer,Panama,02-Apr-20_08:24,cases,1317
worldometer,Panama,02-Apr-20_08:24,deaths,32
worldometer,Panama,02-Apr-20_08:24,recovered,0
worldometer,India,02-Apr-20_08:24,cases,2032
worldometer,India,02-Apr-20_08:24,deaths,58
worldometer,India,02-Apr-20_08:24,recovered,0
worldometer,Cayman Islands,02-Apr-20_08:24,cases,22
worldometer,Cayman Islands,02-Apr-20_08:24,deaths,1
worldometer,Cayman Islands,02-Apr-20_08:24,recovered,0
worldometer,Montserrat,02-Apr-20_08:24,cases,5
worldometer,Montserrat,02-Apr-20_08:24,deaths,0
worldometer,Montserrat,02-Apr-20_08:24,recovered,0
worldometer,Austria,02-Apr-20_08:24,cases,10809
worldometer,Austria,02-Apr-20_08:24,deaths,146
worldometer,Austria,02-Apr-20_08:24,recovered,0
worldometer,Bosnia and Herzegovina,02-Apr-20_08:24,cases,490
worldometer,Bosnia and Herzegovina,02-Apr-20_08:24,deaths,13
worldometer,Bosnia and Herzegovina,02-Apr-20_08:24,recovered,0
worldometer,French Polynesia,02-Apr-20_08:24,cases,37
worldometer,French Polynesia,02-Apr-20_08:24,deaths,0
worldometer,French Polynesia,02-Apr-20_08:24,recovered,0
worldometer,Grenada,02-Apr-20_08:24,cases,10
worldometer,Grenada,02-Apr-20_08:24,deaths,0
worldometer,Grenada,02-Apr-20_08:24,recovered,0
worldometer,Jordan,02-Apr-20_08:24,cases,278
worldometer,Jordan,02-Apr-20_08:24,deaths,5
worldometer,Jordan,02-Apr-20_08:24,recovered,0
worldometer,Trinidad and Tobago,02-Apr-20_08:24,cases,90
worldometer,Trinidad and Tobago,02-Apr-20_08:24,deaths,5
worldometer,Trinidad and Tobago,02-Apr-20_08:24,recovered,0
worldometer,Afghanistan,02-Apr-20_08:24,cases,239
worldometer,Afghanistan,02-Apr-20_08:24,deaths,4
worldometer,Afghanistan,02-Apr-20_08:24,recovered,0
worldometer,Lebanon,02-Apr-20_08:24,cases,479
worldometer,Lebanon,02-Apr-20_08:24,deaths,14
worldometer,Lebanon,02-Apr-20_08:24,recovered,0
worldometer,Djibouti,02-Apr-20_08:24,cases,33
worldometer,Djibouti,02-Apr-20_08:24,deaths,0
worldometer,Djibouti,02-Apr-20_08:24,recovered,0
worldometer,DRC,02-Apr-20_08:24,cases,123
worldometer,DRC,02-Apr-20_08:24,deaths,11
worldometer,DRC,02-Apr-20_08:24,recovered,2
worldometer,Montenegro,02-Apr-20_08:24,cases,140
worldometer,Montenegro,02-Apr-20_08:24,deaths,2
worldometer,Montenegro,02-Apr-20_08:24,recovered,0
worldometer,Saudi Arabia,02-Apr-20_08:24,cases,1720
worldometer,Saudi Arabia,02-Apr-20_08:24,deaths,16
worldometer,Saudi Arabia,02-Apr-20_08:24,recovered,0
worldometer,Chad,02-Apr-20_08:24,cases,7
worldometer,Chad,02-Apr-20_08:24,deaths,0
worldometer,Chad,02-Apr-20_08:24,recovered,0
worldometer,Zambia,02-Apr-20_08:24,cases,36
worldometer,Zambia,02-Apr-20_08:24,deaths,0
worldometer,Zambia,02-Apr-20_08:24,recovered,0
worldometer,Israel,02-Apr-20_08:24,cases,6211
worldometer,Israel,02-Apr-20_08:24,deaths,30
worldometer,Israel,02-Apr-20_08:24,recovered,4
worldometer,Czech Republic,02-Apr-20_08:24,cases,3604
worldometer,Czech Republic,02-Apr-20_08:24,deaths,40
worldometer,Czech Republic,02-Apr-20_08:24,recovered,1
worldometer,Curaçao,02-Apr-20_08:24,cases,11
worldometer,Curaçao,02-Apr-20_08:24,deaths,1
worldometer,Curaçao,02-Apr-20_08:24,recovered,0
